"privacy_concerns","smartphone_skill","whatsapp_usage","secure_messenger","other_messenger","altruism","civic_duty","trust_science","trust_polsters","trust_gen","extrov","openess","neurot","consient","agreab","age_n","sted","inc_cat","educ_cat","employ_bin","Y_contacts"
5,3,1,0,0,0,0,3,3,7,25,24,13,18,30,69,5,1,5,1,930
4,3,1,0,0,0,0,3,3,8,24,15,12,25,27,35,6,1,4,1,795
2,5,2,1,1,1,1,2,1,3,22,21,27,33,17,71,2,0,3,0,845
3,5,1,0,0,1,0,4,2,5,23,26,30,18,26,39,7,1,6,0,896
3,4,1,0,0,1,0,4,2,5,12,35,19,33,38,64,7,1,6,0,847
4,3,1,0,0,0,0,3,3,8,24,24,11,23,27,36,6,1,4,1,797
4,4,1,0,0,0,0,3,2,6,23,22,29,26,30,50,3,1,4,0,866
5,3,1,0,0,0,0,3,3,7,16,24,18,30,17,31,5,1,5,1,886
6,5,2,0,1,1,0,4,1,4,17,30,30,27,28,75,2,0,2,0,1258
2,2,2,1,1,1,1,2,1,9,26,31,32,30,20,41,8,0,3,0,681
5,3,1,0,0,0,0,3,3,7,27,34,27,31,30,74,4,1,5,1,966
6,5,1,0,1,1,0,4,1,4,17,22,19,26,34,30,0,0,2,0,1118
3,4,1,0,0,0,0,4,2,6,11,23,27,24,37,40,3,1,6,0,783
7,2,3,1,1,1,2,2,4,0,30,21,30,29,31,62,9,0,1,0,1361
5,3,1,0,0,0,0,3,3,7,27,24,24,21,33,46,5,1,5,1,925
4,4,1,0,0,0,0,3,2,6,29,32,27,34,22,66,3,1,4,1,901
2,5,2,1,1,1,1,2,1,9,22,30,30,20,34,57,8,0,3,0,941
2,5,2,1,1,1,1,2,1,9,18,29,23,28,36,55,8,0,3,0,938
5,3,1,0,0,0,0,3,3,7,18,29,27,21,26,45,5,1,5,1,906
7,2,3,1,1,1,3,1,4,10,23,21,22,29,30,29,9,0,1,0,1410
4,4,1,0,0,0,0,3,2,6,20,29,34,27,26,77,3,1,4,1,900
4,3,1,0,0,0,0,3,3,8,18,26,36,28,28,73,6,1,4,1,863
4,3,1,0,0,0,0,3,3,8,25,21,29,33,29,58,6,1,4,1,855
5,3,1,0,0,0,0,3,3,7,11,28,21,35,22,73,5,1,5,1,938
5,3,1,0,0,0,0,3,3,7,28,29,23,26,30,29,5,1,5,1,912
4,3,1,0,0,0,0,3,3,8,19,23,29,29,30,29,6,1,4,1,818
4,3,1,0,0,0,0,3,3,8,26,21,15,33,36,65,6,1,4,1,852
4,3,1,0,0,0,0,3,3,8,20,26,11,28,31,71,6,1,4,1,839
5,3,1,0,0,0,0,3,3,8,17,26,26,31,23,41,4,1,4,1,918
3,4,1,0,0,0,0,3,2,6,15,26,24,27,25,75,3,1,6,0,805
5,3,1,0,0,0,0,3,3,7,25,21,34,24,30,24,5,1,5,1,906
7,2,3,1,1,1,2,2,4,0,16,19,20,33,29,25,9,0,1,0,1298
5,3,1,0,0,0,0,3,3,7,16,15,30,33,25,55,5,1,5,1,920
4,3,1,0,0,0,0,3,3,8,24,26,32,34,21,71,6,1,4,1,865
7,2,3,1,1,1,2,1,4,0,15,22,20,27,25,32,9,0,1,0,1279
3,4,1,0,0,1,0,4,2,5,28,27,11,30,31,41,7,1,6,0,815
5,3,1,0,0,0,0,3,3,7,21,27,27,21,37,56,5,1,5,1,932
4,3,1,0,0,0,0,3,3,8,32,19,30,23,31,76,6,1,4,1,868
4,3,1,0,0,0,0,3,3,8,20,21,18,23,22,60,6,1,4,1,816
4,4,1,0,0,0,0,3,2,6,34,20,24,34,30,75,3,1,4,1,906
4,3,1,0,0,0,0,3,2,8,30,18,28,35,23,43,6,1,4,1,826
3,4,1,0,0,1,0,4,2,6,24,30,29,20,26,66,7,1,6,0,858
5,3,1,0,0,0,0,3,3,7,19,22,26,21,30,37,5,1,5,1,904
2,2,2,1,1,1,1,2,1,9,27,20,21,30,28,28,8,0,3,0,650
3,4,1,0,0,0,0,3,2,6,26,21,25,28,28,79,3,1,6,0,823
4,4,1,0,0,0,0,3,2,6,23,28,23,25,31,63,3,1,4,0,882
5,3,1,0,0,0,0,3,3,7,24,23,14,22,28,49,5,1,5,1,908
6,5,1,0,1,1,0,4,2,4,22,25,32,35,32,19,0,0,2,0,1129
4,3,1,0,0,0,0,3,2,8,23,24,29,31,33,54,3,1,4,1,830
6,5,2,0,1,1,0,4,1,4,33,23,36,23,39,62,2,0,2,0,1272
5,3,1,0,0,0,0,3,3,7,24,23,25,16,29,48,5,1,5,1,897
6,5,2,1,1,1,1,4,1,3,10,25,20,23,28,35,2,0,2,0,1177
5,3,1,0,0,0,0,3,3,7,30,17,12,35,32,39,4,1,5,1,905
5,3,1,0,0,0,0,3,3,8,18,27,21,33,28,61,4,1,5,1,935
3,4,1,0,0,1,0,4,2,5,29,34,30,32,28,61,7,1,6,0,861
2,2,3,1,1,1,2,2,4,0,21,16,18,26,26,56,1,0,3,0,777
5,3,1,0,0,0,0,3,3,7,29,26,31,27,29,52,5,1,5,1,946
4,3,1,0,0,0,0,3,3,8,23,29,20,28,33,55,6,1,4,1,856
4,3,1,0,0,0,0,3,3,8,22,29,24,29,27,59,6,1,4,1,853
4,3,1,0,0,0,0,3,2,8,9,24,17,38,30,50,6,1,4,1,815
3,5,1,0,0,1,0,4,2,5,20,21,39,25,30,46,0,1,6,0,882
2,2,2,1,1,1,1,2,1,2,26,19,38,24,30,62,1,0,3,0,603
3,4,1,0,0,1,0,4,2,6,14,25,31,17,28,70,7,1,6,0,841
2,2,2,1,1,1,1,2,1,9,21,21,27,30,26,49,8,0,3,0,679
6,5,1,0,1,1,0,4,2,4,27,29,8,34,38,48,0,0,2,0,1155
5,3,1,0,0,0,0,3,3,7,12,28,32,18,36,62,5,1,5,1,932
5,3,1,0,0,0,0,3,3,7,27,27,24,16,26,80,5,1,5,1,945
5,3,1,0,0,0,0,3,3,7,25,28,22,37,25,61,4,1,5,1,938
4,3,1,0,0,0,0,3,2,8,24,25,30,33,26,70,6,1,4,1,854
5,3,1,0,0,0,0,3,3,7,17,28,30,25,28,65,5,1,5,1,936
5,3,1,0,0,0,0,3,3,7,20,32,20,35,26,46,4,1,5,1,912
3,4,1,0,0,0,0,4,2,6,32,28,31,26,27,63,3,1,6,0,828
4,3,1,0,0,0,0,3,3,8,15,23,24,26,29,23,6,1,4,1,797
3,4,1,0,0,0,0,3,2,6,19,30,21,31,20,21,3,1,6,0,747
6,5,2,1,1,1,1,4,1,3,25,25,23,29,33,59,2,0,2,0,1227
3,4,1,0,0,1,0,4,2,6,32,29,30,23,24,48,7,1,6,0,845
4,3,1,0,0,0,0,3,3,8,22,16,30,27,32,34,6,1,4,1,823
3,5,1,0,0,1,0,4,2,5,31,23,21,30,29,45,0,1,6,0,887
5,3,1,0,0,0,0,3,3,7,20,31,25,17,25,66,5,1,5,1,933
5,3,1,0,0,0,0,3,3,7,21,31,33,24,20,59,4,1,5,1,914
3,4,1,0,0,0,0,4,2,6,9,33,26,29,29,17,3,1,6,0,766
5,3,1,0,0,0,0,3,3,7,31,24,24,34,28,77,5,1,5,1,960
2,5,2,1,1,1,1,2,1,3,14,29,23,33,27,26,2,0,3,0,809
2,5,2,1,1,1,1,4,1,3,21,18,38,26,34,54,2,0,2,0,853
4,3,1,0,0,0,0,3,2,8,23,25,31,32,20,71,3,1,4,1,837
6,5,1,0,1,1,0,4,1,4,21,26,40,29,27,50,0,0,2,0,1145
5,3,1,0,0,0,0,3,3,8,26,24,27,26,34,55,4,1,5,1,939
5,3,1,0,0,0,0,3,3,7,29,32,26,24,27,39,5,1,5,1,919
4,3,1,0,0,0,0,3,2,8,21,25,26,34,24,75,6,1,4,1,849
4,3,1,0,0,0,0,3,2,8,24,18,13,33,34,42,6,1,4,1,809
4,3,1,0,0,0,0,3,3,8,37,23,26,27,29,37,6,1,4,1,836
5,3,1,0,0,0,0,3,3,7,27,18,16,34,16,50,4,1,5,1,892
4,4,1,0,0,0,0,3,2,6,33,20,21,27,23,77,3,1,4,1,901
5,3,1,0,0,0,0,3,3,7,13,28,20,30,26,75,5,1,5,1,943
6,5,1,0,1,1,0,4,1,4,33,21,21,22,20,25,0,0,2,0,1106
4,4,1,0,0,0,0,3,2,6,23,32,40,20,28,59,3,1,4,0,887
3,4,1,0,0,1,0,4,2,6,24,22,13,27,28,32,7,1,6,0,798
4,3,1,0,0,0,0,3,2,8,37,25,10,34,20,57,6,1,4,1,824
5,3,1,0,0,0,0,3,3,8,16,25,35,25,31,65,4,1,5,1,947
4,3,1,0,0,0,0,3,2,8,33,21,33,23,32,54,6,1,4,1,840
6,5,2,0,1,1,1,4,1,4,33,30,29,29,20,75,2,0,2,0,1281
3,4,1,0,0,0,0,4,2,6,31,28,15,29,26,43,3,1,6,0,788
4,3,1,0,0,0,0,3,3,8,18,24,22,19,27,78,6,1,4,1,839
6,5,2,1,1,1,1,4,1,4,14,30,30,38,29,78,2,0,2,0,1261
4,3,1,0,0,0,0,3,3,8,21,25,29,35,35,69,4,1,4,1,868
3,4,1,0,0,0,0,4,2,6,24,29,37,29,23,77,3,1,6,0,844
4,3,1,0,0,0,0,3,2,8,13,25,22,27,27,63,6,1,4,1,825
5,3,1,0,0,0,0,3,3,7,15,18,20,30,30,22,4,1,5,1,875
4,4,1,0,0,0,0,3,2,6,29,31,22,33,36,37,3,1,4,0,856
5,3,1,0,0,0,0,3,3,7,24,28,29,22,29,55,4,1,5,1,931
4,4,1,0,0,0,0,3,2,6,16,20,18,25,20,70,3,1,4,0,857
4,3,1,0,0,0,0,3,2,8,16,32,34,32,23,64,6,1,4,1,845
5,3,1,0,0,0,0,3,3,7,22,24,24,29,38,57,5,1,5,1,942
3,4,1,0,0,1,0,4,2,6,21,28,19,27,21,49,7,1,6,0,813
4,4,1,0,0,0,0,3,2,6,11,25,20,29,21,75,3,1,4,0,869
5,3,1,0,0,0,0,3,3,7,29,30,10,25,36,50,5,1,5,1,925
4,4,1,0,0,0,0,3,2,6,20,30,15,34,25,70,3,1,4,0,887
4,3,1,0,0,0,0,3,3,8,17,26,20,22,24,26,6,1,4,1,800
4,3,1,0,0,0,0,3,2,8,34,30,25,26,22,26,6,1,4,1,821
6,5,2,1,1,1,1,4,1,3,34,30,25,17,30,55,2,0,2,0,1221
3,5,1,0,0,1,0,4,2,5,23,28,22,27,34,39,0,1,6,0,891
4,3,1,0,0,0,0,3,2,8,33,27,31,37,23,70,6,1,4,1,869
4,4,1,0,0,0,0,3,2,6,32,24,19,23,34,36,3,1,4,1,860
5,3,1,0,0,0,0,3,3,7,21,20,33,38,28,68,4,1,5,1,951
5,3,1,0,0,0,0,3,3,7,11,25,36,32,20,23,5,1,5,1,885
4,3,1,0,0,0,0,3,3,8,13,24,39,21,26,51,6,1,4,1,825
5,3,1,0,0,0,0,3,3,7,19,23,22,26,28,65,5,1,5,1,935
2,5,2,1,1,1,1,2,1,9,23,21,27,33,21,19,8,0,3,0,895
1,1,4,1,1,1,4,1,4,1,12,27,22,32,35,59,10,0,1,0,1156
3,5,1,0,0,1,0,4,2,5,24,38,35,31,30,62,0,1,6,0,935
6,5,2,1,1,1,1,4,1,3,22,26,23,25,34,33,2,0,2,0,1198
2,2,2,1,1,1,1,2,1,9,30,34,15,20,36,44,8,0,3,0,679
4,4,1,0,0,0,0,3,2,6,38,26,26,25,39,69,3,1,4,1,913
4,4,1,0,0,0,0,3,2,6,22,19,35,25,30,74,3,1,4,0,894
5,3,1,0,0,0,0,3,3,8,23,35,21,29,32,53,4,1,5,1,939
3,4,1,0,0,1,0,4,2,5,16,23,27,27,30,43,7,1,6,0,815
5,3,1,0,0,0,0,3,3,7,12,23,33,18,30,79,4,1,5,1,930
5,3,1,0,0,0,0,3,3,8,22,20,23,21,25,67,4,1,5,1,930
3,5,1,0,0,1,0,4,2,5,27,20,21,18,29,59,0,1,6,0,883
6,5,1,0,0,1,0,4,2,5,24,28,25,25,22,64,0,1,6,0,1191
5,3,1,0,0,0,0,3,3,7,30,29,25,28,28,74,5,1,5,1,959
5,3,1,0,0,0,0,3,3,8,27,25,28,22,31,30,4,1,4,1,907
4,3,1,0,0,0,0,3,3,8,22,21,30,31,21,72,6,1,4,1,856
5,3,1,0,0,0,0,3,3,7,21,27,26,27,29,58,5,1,5,1,934
3,5,1,0,0,1,0,4,2,5,30,23,21,22,28,37,0,1,6,0,871
4,4,1,0,0,0,0,3,2,6,20,27,30,27,26,53,3,1,4,0,869
5,3,1,0,0,0,0,3,3,7,18,30,15,28,36,71,5,1,5,1,941
7,2,3,1,1,1,3,1,4,10,28,28,10,26,20,73,9,0,1,0,1440
3,4,1,0,0,0,0,3,2,6,26,29,36,34,38,45,3,1,6,0,817
6,5,2,0,1,1,0,4,1,4,15,23,20,27,36,31,2,0,2,0,1198
2,5,2,1,1,1,1,4,1,3,27,18,13,29,18,72,2,0,2,0,849
2,5,2,1,1,1,1,2,1,9,26,30,15,30,27,48,8,0,3,0,922
6,5,2,1,1,1,1,4,1,4,13,29,33,28,29,65,2,0,2,0,1236
3,4,1,0,0,1,0,4,2,6,24,15,33,32,20,81,7,1,6,0,858
3,4,1,0,0,1,0,4,2,6,20,24,27,31,31,61,7,1,6,0,849
5,3,1,0,0,0,0,3,3,7,30,33,26,25,25,49,4,1,5,1,931
5,3,1,0,0,0,0,3,3,7,29,37,34,27,23,68,5,1,5,1,966
4,3,1,0,0,0,0,3,3,8,12,30,34,34,27,66,6,1,4,1,856
4,3,1,0,0,0,0,3,3,8,23,27,22,20,29,43,6,1,4,1,828
4,3,1,0,0,0,0,3,3,8,20,22,33,28,26,76,6,1,4,1,863
5,3,1,0,0,0,0,3,3,7,28,29,29,28,25,62,5,1,5,1,956
4,3,1,0,0,0,0,3,3,8,12,22,27,29,39,70,4,1,4,1,853
4,3,1,0,0,0,0,3,3,8,19,34,18,26,32,59,6,1,4,1,842
6,5,1,0,1,1,0,4,2,4,20,33,32,31,28,49,0,0,2,0,1169
5,3,1,0,0,0,0,3,3,7,19,20,19,27,29,54,4,1,5,1,904
5,3,1,0,0,0,0,3,3,7,18,18,21,35,29,67,5,1,5,1,925
5,3,1,0,0,0,0,3,3,7,27,32,25,26,34,50,5,1,5,1,935
6,5,2,1,1,1,1,4,1,4,25,23,24,29,32,74,2,0,2,0,1250
4,4,1,0,0,0,0,3,2,6,27,25,24,37,23,71,3,1,4,1,893
6,5,2,1,1,1,1,4,1,4,21,19,26,23,27,41,2,0,2,0,1191
5,3,1,0,0,0,0,3,3,7,27,26,25,28,23,44,5,1,5,1,916
5,3,1,0,0,0,0,3,3,7,34,26,24,25,34,67,5,1,5,1,962
5,3,1,0,0,0,0,3,3,7,27,26,23,25,28,68,5,1,5,1,942
6,5,1,0,0,1,0,4,2,5,15,26,30,29,23,28,0,0,2,0,1144
6,5,1,0,1,1,0,4,2,4,20,20,27,22,32,66,0,0,2,0,1154
1,1,4,1,1,1,4,1,4,1,15,34,21,20,19,27,10,0,1,0,1121
3,4,1,0,0,1,0,4,2,6,29,30,17,32,36,66,7,1,6,0,865
5,3,1,0,0,0,0,3,3,8,20,22,22,22,32,29,4,1,5,1,899
5,3,1,0,0,0,0,3,3,7,20,25,14,34,30,57,4,1,5,1,918
6,5,2,1,1,1,1,4,1,4,28,22,24,21,18,70,2,0,2,0,1219
6,5,1,0,0,1,0,4,2,5,29,31,25,38,28,73,0,1,6,0,1231
5,3,1,0,0,0,0,3,3,7,31,19,35,20,37,65,4,1,5,1,945
6,5,1,0,0,1,0,4,2,5,21,38,30,20,36,49,0,0,2,0,1196
2,5,2,1,1,1,1,2,1,3,30,28,20,26,36,54,8,0,3,0,881
4,4,1,0,0,0,0,3,2,6,19,35,30,29,19,51,3,1,4,1,880
3,4,1,0,0,0,0,4,2,6,25,24,22,19,33,21,3,1,6,0,767
2,2,3,1,1,1,2,2,4,2,28,24,33,26,22,73,1,0,3,0,849
7,2,3,1,1,1,2,2,4,0,30,29,15,30,25,53,9,0,1,0,1338
3,4,1,0,0,1,0,4,2,5,29,26,30,32,22,18,7,1,6,0,799
5,3,1,0,0,0,0,3,3,7,23,25,13,26,30,34,5,1,5,1,899
6,5,2,1,1,1,1,4,1,3,23,23,35,27,29,26,2,0,2,0,1194
4,3,1,0,0,0,0,3,2,8,36,23,22,30,30,55,3,1,4,1,828
4,3,1,0,0,0,0,3,3,8,23,34,28,27,20,27,6,1,4,1,818
5,3,1,0,0,0,0,3,3,8,22,28,19,22,28,28,4,1,5,1,895
5,3,1,0,0,0,0,3,3,7,19,28,20,33,26,58,4,1,5,1,931
4,3,1,0,0,0,0,3,3,8,29,25,36,30,26,67,6,1,4,1,865
2,2,3,1,1,1,2,2,4,2,12,27,30,38,39,50,1,0,3,0,840
5,3,1,0,0,0,0,3,3,7,16,29,23,20,21,48,4,1,5,1,899
3,4,1,0,0,0,0,3,2,6,18,35,21,28,25,53,3,1,6,0,790
5,3,1,0,0,0,0,3,3,7,25,24,23,27,29,60,4,1,5,1,924
5,3,1,0,0,0,0,3,3,7,11,37,30,33,28,70,4,1,5,1,949
3,5,1,0,0,1,0,4,2,5,11,33,24,28,33,50,0,1,6,0,884
4,3,1,0,0,0,0,3,3,8,24,24,32,28,34,53,4,1,4,1,844
5,3,1,0,0,0,0,3,3,7,26,27,19,32,30,66,5,1,5,1,933
5,3,1,0,0,0,0,3,3,7,27,20,40,36,27,47,5,1,5,1,937
2,2,3,1,1,1,2,2,4,2,29,26,21,24,16,70,1,0,3,0,829
3,4,1,0,0,0,0,3,2,6,32,23,33,29,31,71,3,1,6,0,844
5,3,1,0,0,0,0,3,3,7,28,29,33,25,27,41,5,1,5,1,918
3,4,1,0,0,0,0,3,2,6,30,26,14,29,29,70,3,1,6,0,807
4,4,1,0,0,0,0,3,2,6,30,28,22,19,30,49,3,1,4,0,863
6,5,2,1,1,1,1,4,1,3,21,35,22,30,24,58,2,0,2,0,1220
3,5,1,0,0,1,0,4,2,5,27,22,29,22,20,70,0,1,6,0,907
3,4,1,0,0,0,0,3,2,6,21,27,28,33,24,79,3,1,6,0,829
6,5,1,0,0,1,0,4,2,5,12,29,22,34,38,36,0,1,6,0,1176
6,5,1,0,1,1,0,4,2,5,31,30,19,24,31,75,0,0,2,0,1189
4,3,1,0,0,0,0,3,3,8,18,27,25,32,24,58,6,1,4,1,845
5,3,1,0,0,0,0,3,3,8,38,26,12,15,38,49,4,1,5,1,931
4,4,1,0,0,0,0,3,2,6,15,27,40,31,20,66,3,1,4,1,884
5,3,1,0,0,0,0,3,3,7,22,29,18,33,25,71,4,1,5,1,937
6,5,2,1,1,1,1,4,1,3,16,30,30,21,32,49,2,0,2,0,1212
4,3,1,0,0,0,0,3,3,8,24,25,28,24,39,17,6,1,4,1,820
5,3,1,0,0,0,0,3,3,7,30,37,16,32,21,74,5,1,5,1,953
7,2,3,1,1,1,2,2,4,0,24,26,30,33,25,58,9,0,1,0,1352
5,3,1,0,0,0,0,3,3,7,21,25,21,27,32,77,4,1,5,1,936
4,3,1,0,0,0,0,3,3,8,23,35,28,26,31,56,6,1,4,1,855
3,4,1,0,0,1,0,4,2,6,28,28,28,34,30,35,7,1,6,0,836
3,4,1,0,0,1,0,4,2,6,20,24,29,28,28,70,7,1,6,0,855
4,3,1,0,0,0,0,3,3,8,21,19,25,26,18,55,4,1,4,1,807
5,3,1,0,0,0,0,3,3,7,21,28,28,20,31,32,5,1,5,1,902
2,2,2,1,1,1,1,2,1,2,30,26,35,29,38,40,1,0,3,0,606
3,4,1,0,0,0,0,4,2,6,23,26,16,34,35,61,3,1,6,0,824
6,5,1,0,0,1,0,4,2,5,21,33,27,30,24,26,0,0,2,0,1157
2,2,2,1,1,1,1,2,1,2,19,25,23,35,30,71,1,0,3,0,601
4,4,1,0,0,0,0,3,2,6,36,27,19,37,30,58,3,1,4,1,901
4,3,1,0,0,0,0,3,3,8,24,28,12,31,22,64,6,1,4,1,839
5,3,1,0,0,0,0,3,3,7,29,32,27,16,36,33,5,1,5,1,917
2,5,2,1,1,1,1,2,1,3,25,21,31,29,28,53,2,0,3,0,836
4,4,1,0,0,0,0,3,2,6,27,34,19,35,27,57,3,1,4,1,891
5,3,1,0,0,0,0,3,3,7,26,26,20,31,31,56,4,1,5,1,926
4,3,1,0,0,0,0,3,3,8,11,19,36,30,38,80,6,1,4,1,875
5,3,1,0,0,0,0,3,3,7,18,29,33,30,26,27,4,1,5,1,905
4,3,1,0,0,0,0,3,2,8,27,18,24,35,18,60,6,1,4,1,839
5,3,1,0,0,0,0,3,3,7,19,34,24,15,24,42,4,1,5,1,901
5,3,1,0,0,0,0,3,3,7,31,25,14,22,31,21,5,1,5,1,896
5,3,1,0,0,0,0,3,3,7,20,28,31,28,20,69,5,1,5,1,936
3,5,1,0,0,1,0,4,2,5,15,26,32,18,34,57,7,1,6,0,926
5,3,1,0,0,0,0,3,3,8,14,28,27,29,28,77,4,1,5,1,952
5,3,1,0,0,0,0,3,3,7,14,30,16,25,21,81,5,1,5,1,935
7,2,3,1,1,1,3,1,4,10,27,28,27,19,28,24,9,0,1,0,1408
4,3,1,0,0,0,0,3,3,8,21,24,13,23,39,59,6,1,4,1,839
4,3,1,0,0,0,0,3,3,8,18,29,26,22,30,64,6,1,4,1,849
3,4,1,0,0,1,0,4,2,5,23,23,14,16,26,41,7,1,6,0,785
2,2,2,1,1,1,1,2,1,2,21,30,35,22,30,57,1,0,3,0,592
5,3,1,0,0,0,0,3,3,7,20,17,17,27,31,71,4,1,5,1,929
4,4,1,0,0,0,0,3,2,6,27,24,39,35,26,42,3,1,4,0,879
6,5,1,0,0,1,0,4,2,5,24,29,19,23,35,31,0,1,6,0,1164
4,3,1,0,0,0,0,3,3,8,22,32,29,30,29,75,6,1,4,1,881
5,3,1,0,0,0,0,3,3,7,17,22,19,36,35,58,5,1,5,1,924
3,4,1,0,0,1,0,4,2,6,21,24,36,29,28,68,7,1,6,0,858
5,3,1,0,0,0,0,3,3,7,18,27,23,33,28,67,5,1,5,1,937
5,3,1,0,0,0,0,3,3,7,15,29,28,34,30,23,4,1,5,1,902
3,4,1,0,0,1,0,4,2,5,23,25,26,20,30,81,7,1,6,0,843
2,5,2,1,1,1,1,2,1,3,25,32,20,29,25,44,8,0,3,0,864
6,5,2,0,1,1,1,4,1,4,9,25,20,28,34,62,2,0,2,0,1239
5,3,1,0,0,0,0,3,3,7,33,26,29,28,39,19,5,1,5,1,917
4,3,1,0,0,0,0,3,3,8,17,28,25,28,26,67,6,1,4,1,840
6,5,2,0,1,1,0,4,1,4,20,20,24,29,20,80,2,0,2,0,1242
3,5,1,0,0,1,0,4,2,5,33,20,25,29,28,28,7,1,6,0,907
3,4,1,0,0,0,0,4,2,6,17,20,17,21,33,57,3,1,6,0,779
5,3,1,0,0,0,0,3,3,7,11,25,24,27,26,74,5,1,5,1,933
4,4,1,0,0,0,0,3,2,6,22,28,26,38,28,65,3,1,4,0,883
4,3,1,0,0,0,0,3,2,8,21,25,22,33,20,40,6,1,4,1,807
6,5,1,0,1,1,0,4,2,4,28,23,27,23,27,42,0,0,2,0,1140
5,3,1,0,0,0,0,3,3,7,24,18,26,34,33,28,5,1,5,1,912
5,3,1,0,0,0,0,3,3,7,17,24,14,27,30,50,4,1,5,1,889
2,2,2,1,1,1,1,2,1,9,23,21,28,26,27,67,8,0,3,0,690
5,3,1,0,0,0,0,3,3,7,34,18,19,28,30,56,5,1,5,1,926
7,2,3,1,1,1,2,1,4,0,29,21,37,24,28,42,9,0,1,0,1323
4,3,1,0,0,0,0,3,3,8,11,26,27,21,24,64,6,1,4,1,832
2,5,2,1,1,1,1,2,1,3,37,19,26,30,26,49,2,0,3,0,842
2,2,2,1,1,1,1,2,1,9,24,21,22,29,26,32,8,0,3,0,657
4,4,1,0,0,0,0,3,2,6,25,30,36,18,32,69,3,1,4,1,903
3,5,1,0,0,1,0,4,2,5,25,28,30,28,39,36,0,1,6,0,886
4,4,1,0,0,0,0,3,2,6,23,26,20,32,26,58,3,1,4,1,868
1,1,3,1,1,1,3,1,4,10,27,26,10,32,20,23,11,0,1,0,819
5,3,1,0,0,0,0,3,3,7,30,18,34,26,36,70,5,1,5,1,957
5,3,1,0,0,0,0,3,3,7,12,24,13,37,29,62,5,1,5,1,922
6,5,2,0,1,1,0,4,1,4,23,26,22,29,20,62,2,0,2,0,1238
4,4,1,0,0,0,0,3,2,6,31,26,28,27,29,44,3,1,4,0,882
4,3,1,0,0,0,0,3,3,8,33,23,33,29,30,27,6,1,4,1,830
1,1,4,1,1,1,4,1,4,1,24,21,40,19,36,73,10,0,1,0,1195
5,3,1,0,0,0,0,3,3,7,31,20,28,28,34,56,4,1,5,1,940
4,4,1,0,0,0,0,3,2,6,28,27,26,26,30,69,3,1,4,1,905
5,3,1,0,0,0,0,3,3,7,20,20,31,33,31,49,5,1,5,1,925
6,5,2,1,1,1,1,4,1,4,19,18,21,24,35,76,2,0,2,0,1233
4,3,1,0,0,0,0,3,3,8,16,30,22,23,35,70,6,1,4,1,854
6,5,2,1,1,1,1,4,1,4,30,22,22,36,30,44,2,0,2,0,1225
5,3,1,0,0,0,0,3,3,7,26,31,12,25,30,58,4,1,5,1,930
2,2,3,1,1,1,2,2,4,0,11,23,21,22,30,64,1,0,3,0,791
4,3,1,0,0,0,0,3,3,8,20,24,29,28,16,79,6,1,4,1,862
4,4,1,0,0,0,0,3,2,6,19,23,15,25,33,36,3,1,4,1,843
5,3,1,0,0,0,0,3,3,7,27,26,29,28,26,58,5,1,5,1,947
2,2,2,1,1,1,1,2,1,9,29,24,27,25,31,67,8,0,3,0,703
7,2,3,1,1,1,2,2,4,0,21,26,28,29,27,17,9,0,1,0,1301
5,3,1,0,0,0,0,3,3,7,28,28,40,38,25,63,5,1,5,1,967
4,4,1,0,0,0,0,3,2,6,22,30,31,34,33,67,3,1,4,1,905
5,3,1,0,0,0,0,3,3,7,30,24,14,29,33,67,4,1,5,1,936
2,5,2,1,1,1,1,2,1,3,28,23,33,21,29,61,2,0,3,0,855
4,4,1,0,0,0,0,3,2,6,21,28,8,34,29,64,3,1,4,1,878
5,3,1,0,0,0,0,3,3,7,30,21,24,27,26,43,5,1,5,1,908
5,3,1,0,0,0,0,3,3,8,28,21,15,22,31,26,4,1,5,1,893
4,3,1,0,0,0,0,3,3,8,36,33,20,26,23,41,4,1,4,1,830
3,4,1,0,0,0,0,4,2,6,25,25,19,30,25,50,3,1,6,0,802
5,3,1,0,0,0,0,3,3,7,20,24,23,36,32,77,4,1,5,1,958
5,3,1,0,0,0,0,3,3,7,18,23,13,31,33,59,5,1,5,1,926
5,3,1,0,0,0,0,3,3,7,29,19,27,28,36,72,5,1,5,1,954
3,5,1,0,0,1,0,4,2,5,28,20,15,25,25,81,0,1,6,0,906
2,2,3,1,1,1,2,2,4,0,25,24,23,26,31,30,1,0,3,0,775
4,3,1,0,0,0,0,3,3,8,23,22,17,23,28,36,4,1,4,1,799
5,3,1,0,0,0,0,3,3,7,11,30,36,22,34,19,5,1,5,1,899
4,3,1,0,0,0,0,3,3,8,25,26,27,34,29,38,4,1,4,1,828
3,4,1,0,0,1,0,4,2,6,16,22,24,32,32,23,7,1,6,0,801
4,3,1,0,0,0,0,3,2,8,19,21,32,31,34,69,6,1,4,1,865
6,5,2,1,1,1,1,4,1,4,32,24,29,32,30,30,2,0,2,0,1215
5,3,1,0,0,0,0,3,3,8,16,22,28,25,27,69,4,1,5,1,939
3,4,1,0,0,0,0,4,2,6,23,19,29,27,33,71,3,1,6,0,826
5,3,1,0,0,0,0,3,3,7,26,35,32,36,32,55,5,1,5,1,957
5,3,1,0,0,0,0,3,3,7,15,32,34,30,25,63,4,1,5,1,932
6,5,1,0,0,1,0,4,2,5,27,20,33,33,27,78,0,1,6,0,1221
