"privacy_concerns","smartphone_skill","whatsapp_usage","secure_messenger","other_messenger","altruism","civic_duty","trust_science","trust_polsters","trust_gen","extrov","openess","neurot","consient","agreab","age_n","sted","inc_cat","educ_cat","employ_bin","Y_contacts"
4,3,1,0,0,0,0,3,3,8,22,29,24,29,27,59,6,1,4,1,587
4,3,1,0,0,0,0,3,2,8,9,24,17,38,30,50,6,1,4,1,547
3,5,1,0,0,1,0,4,2,5,20,21,39,25,30,46,0,1,6,0,548
2,2,2,1,1,1,1,2,1,2,26,19,38,24,30,62,1,0,3,0,444
3,4,1,0,0,1,0,4,2,6,14,25,31,17,28,70,7,1,6,0,583
2,2,2,1,1,1,1,2,1,9,21,21,27,30,26,49,8,0,3,0,530
6,5,1,0,1,1,0,4,2,4,27,29,8,34,38,48,0,0,2,0,530
5,3,1,0,0,0,0,3,3,7,12,28,32,18,36,62,5,1,5,1,587
5,3,1,0,0,0,0,3,3,7,27,27,24,16,26,80,5,1,5,1,589
5,3,1,0,0,0,0,3,3,7,25,28,22,37,25,61,4,1,5,1,582
4,3,1,0,0,0,0,3,2,8,24,25,30,33,26,70,6,1,4,1,599
5,3,1,0,0,0,0,3,3,7,17,28,30,25,28,65,5,1,5,1,587
5,3,1,0,0,0,0,3,3,7,20,32,20,35,26,46,4,1,5,1,568
3,4,1,0,0,0,0,4,2,6,32,28,31,26,27,63,3,1,6,0,573
4,3,1,0,0,0,0,3,3,8,15,23,24,26,29,23,6,1,4,1,538
3,4,1,0,0,0,0,3,2,6,19,30,21,31,20,21,3,1,6,0,497
6,5,2,1,1,1,1,4,1,3,25,25,23,29,33,59,2,0,2,0,539
3,4,1,0,0,1,0,4,2,6,32,29,30,23,24,48,7,1,6,0,569
4,3,1,0,0,0,0,3,3,8,22,16,30,27,32,34,6,1,4,1,565
3,5,1,0,0,1,0,4,2,5,31,23,21,30,29,45,0,1,6,0,542
5,3,1,0,0,0,0,3,3,7,20,31,25,17,25,66,5,1,5,1,574
5,3,1,0,0,0,0,3,3,7,21,31,33,24,20,59,4,1,5,1,580
3,4,1,0,0,0,0,4,2,6,9,33,26,29,29,17,3,1,6,0,507
5,3,1,0,0,0,0,3,3,7,31,24,24,34,28,77,5,1,5,1,612
2,5,2,1,1,1,1,2,1,3,14,29,23,33,27,26,2,0,3,0,436
2,5,2,1,1,1,1,4,1,3,21,18,38,26,34,54,2,0,2,0,494
4,3,1,0,0,0,0,3,2,8,23,25,31,32,20,71,3,1,4,1,574
6,5,1,0,1,1,0,4,1,4,21,26,40,29,27,50,0,0,2,0,530
5,3,1,0,0,0,0,3,3,8,26,24,27,26,34,55,4,1,5,1,584
5,3,1,0,0,0,0,3,3,7,29,32,26,24,27,39,5,1,5,1,569
4,3,1,0,0,0,0,3,2,8,21,25,26,34,24,75,6,1,4,1,601
4,3,1,0,0,0,0,3,2,8,24,18,13,33,34,42,6,1,4,1,546
4,3,1,0,0,0,0,3,3,8,37,23,26,27,29,37,6,1,4,1,576
5,3,1,0,0,0,0,3,3,7,27,18,16,34,16,50,4,1,5,1,559
4,4,1,0,0,0,0,3,2,6,33,20,21,27,23,77,3,1,4,1,558
5,3,1,0,0,0,0,3,3,7,13,28,20,30,26,75,5,1,5,1,588
6,5,1,0,1,1,0,4,1,4,33,21,21,22,20,25,0,0,2,0,484
4,4,1,0,0,0,0,3,2,6,23,32,40,20,28,59,3,1,4,0,562
3,4,1,0,0,1,0,4,2,6,24,22,13,27,28,32,7,1,6,0,540
4,3,1,0,0,0,0,3,2,8,37,25,10,34,20,57,6,1,4,1,571
5,3,1,0,0,0,0,3,3,8,16,25,35,25,31,65,4,1,5,1,589
4,3,1,0,0,0,0,3,2,8,33,21,33,23,32,54,6,1,4,1,581
6,5,2,0,1,1,1,4,1,4,33,30,29,29,20,75,2,0,2,0,591
3,4,1,0,0,0,0,4,2,6,31,28,15,29,26,43,3,1,6,0,534
4,3,1,0,0,0,0,3,3,8,18,24,22,19,27,78,6,1,4,1,589
6,5,2,1,1,1,1,4,1,4,14,30,30,38,29,78,2,0,2,0,572
4,3,1,0,0,0,0,3,3,8,21,25,29,35,35,69,4,1,4,1,600
3,4,1,0,0,0,0,4,2,6,24,29,37,29,23,77,3,1,6,0,578
4,3,1,0,0,0,0,3,2,8,13,25,22,27,27,63,6,1,4,1,565
5,3,1,0,0,0,0,3,3,7,15,18,20,30,30,22,4,1,5,1,532
4,4,1,0,0,0,0,3,2,6,29,31,22,33,36,37,3,1,4,0,538
5,3,1,0,0,0,0,3,3,7,24,28,29,22,29,55,4,1,5,1,578
4,4,1,0,0,0,0,3,2,6,16,20,18,25,20,70,3,1,4,0,517
4,3,1,0,0,0,0,3,2,8,16,32,34,32,23,64,6,1,4,1,590
5,3,1,0,0,0,0,3,3,7,22,24,24,29,38,57,5,1,5,1,584
3,4,1,0,0,1,0,4,2,6,21,28,19,27,21,49,7,1,6,0,552
4,4,1,0,0,0,0,3,2,6,11,25,20,29,21,75,3,1,4,0,543
5,3,1,0,0,0,0,3,3,7,29,30,10,25,36,50,5,1,5,1,588
4,4,1,0,0,0,0,3,2,6,20,30,15,34,25,70,3,1,4,0,550
4,3,1,0,0,0,0,3,3,8,17,26,20,22,24,26,6,1,4,1,528
4,3,1,0,0,0,0,3,2,8,34,30,25,26,22,26,6,1,4,1,550
6,5,2,1,1,1,1,4,1,3,34,30,25,17,30,55,2,0,2,0,540
3,5,1,0,0,1,0,4,2,5,23,28,22,27,34,39,0,1,6,0,531
4,3,1,0,0,0,0,3,2,8,33,27,31,37,23,70,6,1,4,1,608
4,4,1,0,0,0,0,3,2,6,32,24,19,23,34,36,3,1,4,1,532
5,3,1,0,0,0,0,3,3,7,21,20,33,38,28,68,4,1,5,1,604
5,3,1,0,0,0,0,3,3,7,11,25,36,32,20,23,5,1,5,1,540
4,3,1,0,0,0,0,3,3,8,13,24,39,21,26,51,6,1,4,1,571
5,3,1,0,0,0,0,3,3,7,19,23,22,26,28,65,5,1,5,1,574
2,5,2,1,1,1,1,2,1,9,23,21,27,33,21,19,8,0,3,0,528
1,1,4,1,1,1,4,1,4,1,12,27,22,32,35,59,10,0,1,0,523
3,5,1,0,0,1,0,4,2,5,24,38,35,31,30,62,0,1,6,0,570
6,5,2,1,1,1,1,4,1,3,22,26,23,25,34,33,2,0,2,0,516
2,2,2,1,1,1,1,2,1,9,30,34,15,20,36,44,8,0,3,0,538
4,4,1,0,0,0,0,3,2,6,38,26,26,25,39,69,3,1,4,1,587
4,4,1,0,0,0,0,3,2,6,22,19,35,25,30,74,3,1,4,0,561
5,3,1,0,0,0,0,3,3,8,23,35,21,29,32,53,4,1,5,1,594
3,4,1,0,0,1,0,4,2,5,16,23,27,27,30,43,7,1,6,0,550
5,3,1,0,0,0,0,3,3,7,12,23,33,18,30,79,4,1,5,1,575
5,3,1,0,0,0,0,3,3,8,22,20,23,21,25,67,4,1,5,1,580
3,5,1,0,0,1,0,4,2,5,27,20,21,18,29,59,0,1,6,0,533
6,5,1,0,0,1,0,4,2,5,24,28,25,25,22,64,0,1,6,0,570
5,3,1,0,0,0,0,3,3,7,30,29,25,28,28,74,5,1,5,1,611
5,3,1,0,0,0,0,3,3,8,27,25,28,22,31,30,4,1,4,1,552
4,3,1,0,0,0,0,3,3,8,22,21,30,31,21,72,6,1,4,1,598
5,3,1,0,0,0,0,3,3,7,21,27,26,27,29,58,5,1,5,1,585
3,5,1,0,0,1,0,4,2,5,30,23,21,22,28,37,0,1,6,0,521
4,4,1,0,0,0,0,3,2,6,20,27,30,27,26,53,3,1,4,0,540
5,3,1,0,0,0,0,3,3,7,18,30,15,28,36,71,5,1,5,1,590
7,2,3,1,1,1,3,1,4,10,28,28,10,26,20,73,9,0,1,0,640
3,4,1,0,0,0,0,3,2,6,26,29,36,34,38,45,3,1,6,0,558
6,5,2,0,1,1,0,4,1,4,15,23,20,27,36,31,2,0,2,0,509
2,5,2,1,1,1,1,4,1,3,27,18,13,29,18,72,2,0,2,0,481
2,5,2,1,1,1,1,2,1,9,26,30,15,30,27,48,8,0,3,0,560
6,5,2,1,1,1,1,4,1,4,13,29,33,28,29,65,2,0,2,0,556
3,4,1,0,0,1,0,4,2,6,24,15,33,32,20,81,7,1,6,0,597
3,4,1,0,0,1,0,4,2,6,20,24,27,31,31,61,7,1,6,0,587
5,3,1,0,0,0,0,3,3,7,30,33,26,25,25,49,4,1,5,1,575
5,3,1,0,0,0,0,3,3,7,29,37,34,27,23,68,5,1,5,1,617
4,3,1,0,0,0,0,3,3,8,12,30,34,34,27,66,6,1,4,1,601
4,3,1,0,0,0,0,3,3,8,23,27,22,20,29,43,6,1,4,1,564
4,3,1,0,0,0,0,3,3,8,20,22,33,28,26,76,6,1,4,1,605
5,3,1,0,0,0,0,3,3,7,28,29,29,28,25,62,5,1,5,1,594
4,3,1,0,0,0,0,3,3,8,12,22,27,29,39,70,4,1,4,1,585
4,3,1,0,0,0,0,3,3,8,19,34,18,26,32,59,6,1,4,1,589
6,5,1,0,1,1,0,4,2,4,20,33,32,31,28,49,0,0,2,0,528
5,3,1,0,0,0,0,3,3,7,19,20,19,27,29,54,4,1,5,1,559
5,3,1,0,0,0,0,3,3,7,18,18,21,35,29,67,5,1,5,1,580
5,3,1,0,0,0,0,3,3,7,27,32,25,26,34,50,5,1,5,1,595
6,5,2,1,1,1,1,4,1,4,25,23,24,29,32,74,2,0,2,0,564
4,4,1,0,0,0,0,3,2,6,27,25,24,37,23,71,3,1,4,1,572
6,5,2,1,1,1,1,4,1,4,21,19,26,23,27,41,2,0,2,0,515
5,3,1,0,0,0,0,3,3,7,27,26,25,28,23,44,5,1,5,1,575
5,3,1,0,0,0,0,3,3,7,34,26,24,25,34,67,5,1,5,1,602
5,3,1,0,0,0,0,3,3,7,27,26,23,25,28,68,5,1,5,1,597
6,5,1,0,0,1,0,4,2,5,15,26,30,29,23,28,0,0,2,0,518
6,5,1,0,1,1,0,4,2,4,20,20,27,22,32,66,0,0,2,0,533
1,1,4,1,1,1,4,1,4,1,15,34,21,20,19,27,10,0,1,0,467
3,4,1,0,0,1,0,4,2,6,29,30,17,32,36,66,7,1,6,0,611
5,3,1,0,0,0,0,3,3,8,20,22,22,22,32,29,4,1,5,1,545
5,3,1,0,0,0,0,3,3,7,20,25,14,34,30,57,4,1,5,1,575
6,5,2,1,1,1,1,4,1,4,28,22,24,21,18,70,2,0,2,0,549
6,5,1,0,0,1,0,4,2,5,29,31,25,38,28,73,0,1,6,0,618
5,3,1,0,0,0,0,3,3,7,31,19,35,20,37,65,4,1,5,1,592
6,5,1,0,0,1,0,4,2,5,21,38,30,20,36,49,0,0,2,0,558
2,5,2,1,1,1,1,2,1,3,30,28,20,26,36,54,8,0,3,0,521
4,4,1,0,0,0,0,3,2,6,19,35,30,29,19,51,3,1,4,1,537
3,4,1,0,0,0,0,4,2,6,25,24,22,19,33,21,3,1,6,0,504
2,2,3,1,1,1,2,2,4,2,28,24,33,26,22,73,1,0,3,0,503
7,2,3,1,1,1,2,2,4,0,30,29,15,30,25,53,9,0,1,0,541
3,4,1,0,0,1,0,4,2,5,29,26,30,32,22,18,7,1,6,0,541
5,3,1,0,0,0,0,3,3,7,23,25,13,26,30,34,5,1,5,1,546
6,5,2,1,1,1,1,4,1,3,23,23,35,27,29,26,2,0,2,0,510
4,3,1,0,0,0,0,3,2,8,36,23,22,30,30,55,3,1,4,1,573
4,3,1,0,0,0,0,3,3,8,23,34,28,27,20,27,6,1,4,1,555
5,3,1,0,0,0,0,3,3,8,22,28,19,22,28,28,4,1,5,1,549
5,3,1,0,0,0,0,3,3,7,19,28,20,33,26,58,4,1,5,1,572
4,3,1,0,0,0,0,3,3,8,29,25,36,30,26,67,6,1,4,1,615
2,2,3,1,1,1,2,2,4,2,12,27,30,38,39,50,1,0,3,0,499
5,3,1,0,0,0,0,3,3,7,16,29,23,20,21,48,4,1,5,1,542
3,4,1,0,0,0,0,3,2,6,18,35,21,28,25,53,3,1,6,0,533
5,3,1,0,0,0,0,3,3,7,25,24,23,27,29,60,4,1,5,1,574
5,3,1,0,0,0,0,3,3,7,11,37,30,33,28,70,4,1,5,1,601
3,5,1,0,0,1,0,4,2,5,11,33,24,28,33,50,0,1,6,0,544
4,3,1,0,0,0,0,3,3,8,24,24,32,28,34,53,4,1,4,1,576
5,3,1,0,0,0,0,3,3,7,26,27,19,32,30,66,5,1,5,1,592
5,3,1,0,0,0,0,3,3,7,27,20,40,36,27,47,5,1,5,1,588
2,2,3,1,1,1,2,2,4,2,29,26,21,24,16,70,1,0,3,0,479
3,4,1,0,0,0,0,3,2,6,32,23,33,29,31,71,3,1,6,0,575
5,3,1,0,0,0,0,3,3,7,28,29,33,25,27,41,5,1,5,1,579
3,4,1,0,0,0,0,3,2,6,30,26,14,29,29,70,3,1,6,0,561
4,4,1,0,0,0,0,3,2,6,30,28,22,19,30,49,3,1,4,0,547
6,5,2,1,1,1,1,4,1,3,21,35,22,30,24,58,2,0,2,0,540
3,5,1,0,0,1,0,4,2,5,27,22,29,22,20,70,0,1,6,0,549
3,4,1,0,0,0,0,3,2,6,21,27,28,33,24,79,3,1,6,0,561
6,5,1,0,0,1,0,4,2,5,12,29,22,34,38,36,0,1,6,0,557
6,5,1,0,1,1,0,4,2,5,31,30,19,24,31,75,0,0,2,0,571
4,3,1,0,0,0,0,3,3,8,18,27,25,32,24,58,6,1,4,1,580
5,3,1,0,0,0,0,3,3,8,38,26,12,15,38,49,4,1,5,1,581
4,4,1,0,0,0,0,3,2,6,15,27,40,31,20,66,3,1,4,1,557
5,3,1,0,0,0,0,3,3,7,22,29,18,33,25,71,4,1,5,1,582
6,5,2,1,1,1,1,4,1,3,16,30,30,21,32,49,2,0,2,0,535
4,3,1,0,0,0,0,3,3,8,24,25,28,24,39,17,6,1,4,1,553
5,3,1,0,0,0,0,3,3,7,30,37,16,32,21,74,5,1,5,1,601
7,2,3,1,1,1,2,2,4,0,24,26,30,33,25,58,9,0,1,0,561
5,3,1,0,0,0,0,3,3,7,21,25,21,27,32,77,4,1,5,1,597
4,3,1,0,0,0,0,3,3,8,23,35,28,26,31,56,6,1,4,1,604
3,4,1,0,0,1,0,4,2,6,28,28,28,34,30,35,7,1,6,0,575
3,4,1,0,0,1,0,4,2,6,20,24,29,28,28,70,7,1,6,0,590
4,3,1,0,0,0,0,3,3,8,21,19,25,26,18,55,4,1,4,1,551
5,3,1,0,0,0,0,3,3,7,21,28,28,20,31,32,5,1,5,1,553
2,2,2,1,1,1,1,2,1,2,30,26,35,29,38,40,1,0,3,0,443
3,4,1,0,0,0,0,4,2,6,23,26,16,34,35,61,3,1,6,0,562
6,5,1,0,0,1,0,4,2,5,21,33,27,30,24,26,0,0,2,0,541
2,2,2,1,1,1,1,2,1,2,19,25,23,35,30,71,1,0,3,0,452
4,4,1,0,0,0,0,3,2,6,36,27,19,37,30,58,3,1,4,1,572
4,3,1,0,0,0,0,3,3,8,24,28,12,31,22,64,6,1,4,1,581
5,3,1,0,0,0,0,3,3,7,29,32,27,16,36,33,5,1,5,1,562
2,5,2,1,1,1,1,2,1,3,25,21,31,29,28,53,2,0,3,0,478
4,4,1,0,0,0,0,3,2,6,27,34,19,35,27,57,3,1,4,1,556
5,3,1,0,0,0,0,3,3,7,26,26,20,31,31,56,4,1,5,1,577
4,3,1,0,0,0,0,3,3,8,11,19,36,30,38,80,6,1,4,1,616
5,3,1,0,0,0,0,3,3,7,18,29,33,30,26,27,4,1,5,1,553
4,3,1,0,0,0,0,3,2,8,27,18,24,35,18,60,6,1,4,1,562
5,3,1,0,0,0,0,3,3,7,19,34,24,15,24,42,4,1,5,1,554
5,3,1,0,0,0,0,3,3,7,31,25,14,22,31,21,5,1,5,1,542
5,3,1,0,0,0,0,3,3,7,20,28,31,28,20,69,5,1,5,1,586
3,5,1,0,0,1,0,4,2,5,15,26,32,18,34,57,7,1,6,0,575
5,3,1,0,0,0,0,3,3,8,14,28,27,29,28,77,4,1,5,1,606
5,3,1,0,0,0,0,3,3,7,14,30,16,25,21,81,5,1,5,1,575
7,2,3,1,1,1,3,1,4,10,27,28,27,19,28,24,9,0,1,0,619
4,3,1,0,0,0,0,3,3,8,21,24,13,23,39,59,6,1,4,1,576
4,3,1,0,0,0,0,3,3,8,18,29,26,22,30,64,6,1,4,1,587
3,4,1,0,0,1,0,4,2,5,23,23,14,16,26,41,7,1,6,0,529
2,2,2,1,1,1,1,2,1,2,21,30,35,22,30,57,1,0,3,0,445
5,3,1,0,0,0,0,3,3,7,20,17,17,27,31,71,4,1,5,1,573
4,4,1,0,0,0,0,3,2,6,27,24,39,35,26,42,3,1,4,0,554
6,5,1,0,0,1,0,4,2,5,24,29,19,23,35,31,0,1,6,0,551
4,3,1,0,0,0,0,3,3,8,22,32,29,30,29,75,6,1,4,1,614
5,3,1,0,0,0,0,3,3,7,17,22,19,36,35,58,5,1,5,1,578
3,4,1,0,0,1,0,4,2,6,21,24,36,29,28,68,7,1,6,0,594
5,3,1,0,0,0,0,3,3,7,18,27,23,33,28,67,5,1,5,1,583
5,3,1,0,0,0,0,3,3,7,15,29,28,34,30,23,4,1,5,1,548
3,4,1,0,0,1,0,4,2,5,23,25,26,20,30,81,7,1,6,0,579
2,5,2,1,1,1,1,2,1,3,25,32,20,29,25,44,8,0,3,0,482
6,5,2,0,1,1,1,4,1,4,9,25,20,28,34,62,2,0,2,0,550
5,3,1,0,0,0,0,3,3,7,33,26,29,28,39,19,5,1,5,1,579
4,3,1,0,0,0,0,3,3,8,17,28,25,28,26,67,6,1,4,1,585
6,5,2,0,1,1,0,4,1,4,20,20,24,29,20,80,2,0,2,0,554
3,5,1,0,0,1,0,4,2,5,33,20,25,29,28,28,7,1,6,0,564
3,4,1,0,0,0,0,4,2,6,17,20,17,21,33,57,3,1,6,0,527
5,3,1,0,0,0,0,3,3,7,11,25,24,27,26,74,5,1,5,1,588
4,4,1,0,0,0,0,3,2,6,22,28,26,38,28,65,3,1,4,0,568
4,3,1,0,0,0,0,3,2,8,21,25,22,33,20,40,6,1,4,1,557
6,5,1,0,1,1,0,4,2,4,28,23,27,23,27,42,0,0,2,0,525
5,3,1,0,0,0,0,3,3,7,24,18,26,34,33,28,5,1,5,1,556
5,3,1,0,0,0,0,3,3,7,17,24,14,27,30,50,4,1,5,1,559
2,2,2,1,1,1,1,2,1,9,23,21,28,26,27,67,8,0,3,0,545
5,3,1,0,0,0,0,3,3,7,34,18,19,28,30,56,5,1,5,1,581
7,2,3,1,1,1,2,1,4,0,29,21,37,24,28,42,9,0,1,0,531
4,3,1,0,0,0,0,3,3,8,11,26,27,21,24,64,6,1,4,1,570
2,5,2,1,1,1,1,2,1,3,37,19,26,30,26,49,2,0,3,0,471
2,2,2,1,1,1,1,2,1,9,24,21,22,29,26,32,8,0,3,0,507
4,4,1,0,0,0,0,3,2,6,25,30,36,18,32,69,3,1,4,1,572
3,5,1,0,0,1,0,4,2,5,25,28,30,28,39,36,0,1,6,0,541
4,4,1,0,0,0,0,3,2,6,23,26,20,32,26,58,3,1,4,1,546
1,1,3,1,1,1,3,1,4,10,27,26,10,32,20,23,11,0,1,0,536
5,3,1,0,0,0,0,3,3,7,30,18,34,26,36,70,5,1,5,1,616
5,3,1,0,0,0,0,3,3,7,12,24,13,37,29,62,5,1,5,1,574
6,5,2,0,1,1,0,4,1,4,23,26,22,29,20,62,2,0,2,0,544
4,4,1,0,0,0,0,3,2,6,31,26,28,27,29,44,3,1,4,0,535
4,3,1,0,0,0,0,3,3,8,33,23,33,29,30,27,6,1,4,1,572
1,1,4,1,1,1,4,1,4,1,24,21,40,19,36,73,10,0,1,0,540
5,3,1,0,0,0,0,3,3,7,31,20,28,28,34,56,4,1,5,1,595
4,4,1,0,0,0,0,3,2,6,28,27,26,26,30,69,3,1,4,1,565
5,3,1,0,0,0,0,3,3,7,20,20,31,33,31,49,5,1,5,1,577
6,5,2,1,1,1,1,4,1,4,19,18,21,24,35,76,2,0,2,0,551
4,3,1,0,0,0,0,3,3,8,16,30,22,23,35,70,6,1,4,1,593
6,5,2,1,1,1,1,4,1,4,30,22,22,36,30,44,2,0,2,0,553
5,3,1,0,0,0,0,3,3,7,26,31,12,25,30,58,4,1,5,1,571
2,2,3,1,1,1,2,2,4,0,11,23,21,22,30,64,1,0,3,0,455
4,3,1,0,0,0,0,3,3,8,20,24,29,28,16,79,6,1,4,1,598
4,4,1,0,0,0,0,3,2,6,19,23,15,25,33,36,3,1,4,1,515
5,3,1,0,0,0,0,3,3,7,27,26,29,28,26,58,5,1,5,1,599
2,2,2,1,1,1,1,2,1,9,29,24,27,25,31,67,8,0,3,0,557
7,2,3,1,1,1,2,2,4,0,21,26,28,29,27,17,9,0,1,0,522
5,3,1,0,0,0,0,3,3,7,28,28,40,38,25,63,5,1,5,1,617
4,4,1,0,0,0,0,3,2,6,22,30,31,34,33,67,3,1,4,1,585
5,3,1,0,0,0,0,3,3,7,30,24,14,29,33,67,4,1,5,1,584
2,5,2,1,1,1,1,2,1,3,28,23,33,21,29,61,2,0,3,0,487
4,4,1,0,0,0,0,3,2,6,21,28,8,34,29,64,3,1,4,1,542
5,3,1,0,0,0,0,3,3,7,30,21,24,27,26,43,5,1,5,1,571
5,3,1,0,0,0,0,3,3,8,28,21,15,22,31,26,4,1,5,1,536
4,3,1,0,0,0,0,3,3,8,36,33,20,26,23,41,4,1,4,1,562
3,4,1,0,0,0,0,4,2,6,25,25,19,30,25,50,3,1,6,0,531
5,3,1,0,0,0,0,3,3,7,20,24,23,36,32,77,4,1,5,1,603
5,3,1,0,0,0,0,3,3,7,18,23,13,31,33,59,5,1,5,1,576
5,3,1,0,0,0,0,3,3,7,29,19,27,28,36,72,5,1,5,1,602
3,5,1,0,0,1,0,4,2,5,28,20,15,25,25,81,0,1,6,0,559
2,2,3,1,1,1,2,2,4,0,25,24,23,26,31,30,1,0,3,0,435
4,3,1,0,0,0,0,3,3,8,23,22,17,23,28,36,4,1,4,1,543
5,3,1,0,0,0,0,3,3,7,11,30,36,22,34,19,5,1,5,1,545
4,3,1,0,0,0,0,3,3,8,25,26,27,34,29,38,4,1,4,1,564
3,4,1,0,0,1,0,4,2,6,16,22,24,32,32,23,7,1,6,0,537
4,3,1,0,0,0,0,3,2,8,19,21,32,31,34,69,6,1,4,1,587
6,5,2,1,1,1,1,4,1,4,32,24,29,32,30,30,2,0,2,0,541
5,3,1,0,0,0,0,3,3,8,16,22,28,25,27,69,4,1,5,1,598
3,4,1,0,0,0,0,4,2,6,23,19,29,27,33,71,3,1,6,0,571
5,3,1,0,0,0,0,3,3,7,26,35,32,36,32,55,5,1,5,1,609
5,3,1,0,0,0,0,3,3,7,15,32,34,30,25,63,4,1,5,1,585
6,5,1,0,0,1,0,4,2,5,27,20,33,33,27,78,0,1,6,0,611
6,5,2,1,1,1,1,4,1,3,16,24,27,31,24,43,2,0,2,0,512
4,4,1,0,0,0,0,3,2,6,27,24,21,27,30,80,3,1,4,1,573
3,4,1,0,0,0,0,3,2,6,12,22,26,35,22,69,3,1,6,0,535
5,3,1,0,0,0,0,3,3,7,21,32,30,21,33,37,5,1,5,1,573
5,3,1,0,0,0,0,3,3,7,18,38,27,32,26,26,5,1,5,1,565
2,5,2,1,1,1,1,2,1,3,29,27,26,31,30,73,8,0,3,0,539
5,3,1,0,0,0,0,3,3,7,11,24,24,22,38,76,5,1,5,1,588
5,3,1,0,0,0,0,3,3,7,26,30,10,31,30,80,4,1,5,1,592
1,1,3,1,1,1,3,1,4,10,24,28,21,23,26,67,11,0,1,0,592
3,4,1,0,0,0,0,4,2,6,28,17,26,29,31,27,3,1,6,0,515
5,3,1,0,0,0,0,3,3,7,24,17,19,27,31,44,4,1,5,1,544
3,4,1,0,0,1,0,4,2,6,25,27,18,32,33,37,7,1,6,0,564
5,3,1,0,0,0,0,3,3,7,26,26,24,33,31,66,5,1,5,1,604
5,3,1,0,0,0,0,3,3,7,20,32,26,30,21,34,5,1,5,1,555
3,5,1,0,0,1,0,4,2,5,25,38,28,33,20,51,0,1,6,0,542
5,3,1,0,0,0,0,3,3,7,25,25,22,26,29,73,5,1,5,1,596
3,4,1,0,0,1,0,4,2,6,24,24,27,29,26,59,7,1,6,0,581
2,2,3,1,1,1,2,2,4,2,24,25,31,16,22,20,1,0,3,0,438
5,3,1,0,0,0,0,3,3,7,12,23,29,27,24,30,5,1,5,1,541
7,2,3,1,1,1,3,1,4,10,24,25,23,32,30,67,9,0,1,0,664
5,3,1,0,0,0,0,3,3,7,36,22,23,24,25,35,5,1,5,1,566
6,5,1,0,0,1,0,4,2,5,27,29,28,21,31,38,0,1,6,0,559
4,3,1,0,0,0,0,3,2,8,12,35,31,33,29,79,6,1,4,1,606
3,4,1,0,0,0,0,3,2,6,24,25,14,29,27,53,3,1,6,0,520
2,5,2,1,1,1,1,2,1,9,24,38,30,25,25,56,8,0,3,0,587
4,4,1,0,0,0,0,3,2,6,25,25,35,15,24,39,3,1,4,0,512
6,5,1,0,0,1,0,4,2,5,16,21,36,35,29,51,0,0,2,0,569
3,4,1,0,0,1,0,4,2,6,22,16,20,35,36,53,7,1,6,0,576
4,3,1,0,0,0,0,3,3,8,26,30,21,29,30,34,4,1,4,1,555
4,3,1,0,0,0,0,3,3,8,22,20,27,29,33,71,6,1,4,1,597
5,3,1,0,0,0,0,3,3,7,23,25,29,38,29,21,4,1,5,1,554
2,5,2,1,1,1,1,2,1,3,24,20,24,38,32,72,2,0,3,0,502
3,4,1,0,0,0,0,4,2,6,28,29,23,20,30,38,7,1,6,0,542
6,5,1,0,1,1,0,4,2,4,15,28,36,34,20,70,0,0,2,0,552
3,4,1,0,0,0,0,3,2,6,22,25,15,19,29,69,3,1,6,0,534
5,3,1,0,0,0,0,3,3,8,19,18,26,16,27,28,4,1,5,1,531
6,5,1,0,0,1,0,4,2,5,25,27,33,22,28,38,0,0,2,0,542
4,4,1,0,0,0,0,3,2,6,22,27,21,29,32,45,3,1,4,0,534
4,3,1,0,0,0,0,3,3,8,17,34,29,32,24,43,6,1,4,1,585
4,4,1,0,0,0,0,3,2,6,27,32,30,25,19,38,3,1,4,1,539
6,5,2,1,1,1,1,4,1,4,22,28,27,32,31,54,2,0,2,0,552
4,4,1,0,0,0,0,3,2,6,29,22,18,26,39,69,3,1,4,1,568
5,3,1,0,0,0,0,3,3,7,19,28,15,36,31,77,4,1,5,1,590
2,5,2,1,1,1,1,4,1,3,25,23,30,33,23,56,2,0,2,0,503
4,3,1,0,0,0,0,3,3,8,25,22,30,21,29,54,6,1,4,1,572
5,3,1,0,0,0,0,3,3,8,35,24,33,26,20,70,4,1,4,1,608
6,5,1,0,1,1,0,4,1,4,26,28,20,24,27,31,0,0,2,0,489
6,5,1,0,0,1,0,4,2,5,26,25,21,30,20,42,0,0,2,0,534
6,5,2,1,1,1,1,4,1,3,15,22,35,17,20,46,2,0,2,0,507
3,4,1,0,0,0,0,3,2,6,29,28,27,32,29,56,3,1,6,0,555
5,3,1,0,0,0,0,3,3,7,15,25,25,29,24,83,5,1,5,1,597
4,4,1,0,0,0,0,3,2,6,11,25,23,23,38,39,3,1,4,1,518
4,4,1,0,0,0,0,3,2,6,25,23,24,29,24,24,3,1,4,0,511
6,5,2,1,1,1,1,4,1,3,21,23,29,22,20,34,2,0,2,0,499
6,5,1,0,0,1,0,4,2,5,34,27,34,16,23,49,0,1,6,0,564
4,4,1,0,0,0,0,3,2,6,24,26,37,28,17,20,3,1,4,0,509
5,3,1,0,0,0,0,3,3,7,10,30,13,28,29,44,5,1,5,1,546
5,3,1,0,0,0,0,3,3,7,24,22,29,16,20,64,5,1,5,1,580
3,4,1,0,0,1,0,4,2,5,16,29,30,15,33,36,7,1,6,0,543
